route,probe_path,source_file,dynamic,status,http_status,bytes,final_url,title,login_markers,error,notes,authenticated_final_url,authenticated_status,interactive_count,network_failure_count,dark_screenshot,light_screenshot
/jellyfin/music/genres,/jellyfin/music/genres,apps/frontend/src/app/(dashboard)/jellyfin/music/genres/page.tsx,no,HTTP_PROBED,200,45529,http://100.124.4.24:3100/jellyfin/music/genres,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/genres,PARTIAL_NETWORK_ERRORS,97,34,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__genres__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__genres__1440x1000__light__default.png
/jellyfin/music/library,/jellyfin/music/library,apps/frontend/src/app/(dashboard)/jellyfin/music/library/page.tsx,no,HTTP_PROBED,200,53809,http://100.124.4.24:3100/jellyfin/music/library,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/library,PARTIAL_NETWORK_ERRORS,84,10,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__library__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__library__1440x1000__light__default.png
/jellyfin/music,/jellyfin/music,apps/frontend/src/app/(dashboard)/jellyfin/music/page.tsx,no,HTTP_PROBED,200,55159,http://100.124.4.24:3100/jellyfin/music,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music,PARTIAL_NETWORK_ERRORS,188,8,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__1440x1000__light__default.png
/jellyfin/music/playlist/[id],/jellyfin/music/playlist/__review_invalid__,apps/frontend/src/app/(dashboard)/jellyfin/music/playlist/[id]/page.tsx,yes,HTTP_PROBED,200,46148,http://100.124.4.24:3100/jellyfin/music/playlist/__review_invalid__,LifeHub,,,Dynamic route probed with invalid placeholder,http://100.124.4.24:3100/jellyfin/music/playlist/__review_invalid__,PARTIAL_INVALID_ID_NO_CLEAR_STATE,67,8,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__playlist__id__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__playlist__id__1440x1000__light__default.png
/jellyfin/music/playlists,/jellyfin/music/playlists,apps/frontend/src/app/(dashboard)/jellyfin/music/playlists/page.tsx,no,HTTP_PROBED,200,46007,http://100.124.4.24:3100/jellyfin/music/playlists,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/playlists,PARTIAL_NETWORK_ERRORS,71,6,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__playlists__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__playlists__1440x1000__light__default.png
/jellyfin/music/recent,/jellyfin/music/recent,apps/frontend/src/app/(dashboard)/jellyfin/music/recent/page.tsx,no,HTTP_PROBED,200,46352,http://100.124.4.24:3100/jellyfin/music/recent,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/recent,PARTIAL_NETWORK_ERRORS,77,10,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__recent__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__recent__1440x1000__light__default.png
/jellyfin/music/search,/jellyfin/music/search,apps/frontend/src/app/(dashboard)/jellyfin/music/search/page.tsx,no,HTTP_PROBED,200,45782,http://100.124.4.24:3100/jellyfin/music/search,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/search,PARTIAL_NETWORK_ERRORS,98,3,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__search__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__search__1440x1000__light__default.png
/jellyfin/music/tracks,/jellyfin/music/tracks,apps/frontend/src/app/(dashboard)/jellyfin/music/tracks/page.tsx,no,HTTP_PROBED,200,52920,http://100.124.4.24:3100/jellyfin/music/tracks,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/tracks,PARTIAL_NETWORK_ERRORS,79,10,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__tracks__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__tracks__1440x1000__light__default.png
/jellyfin,/jellyfin,apps/frontend/src/app/(dashboard)/jellyfin/page.tsx,no,HTTP_PROBED,200,26910,http://100.124.4.24:3100/jellyfin,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin,PARTIAL_NETWORK_ERRORS,54,1,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__1440x1000__light__default.png
/jellyfin/photos,/jellyfin/photos,apps/frontend/src/app/(dashboard)/jellyfin/photos/page.tsx,no,HTTP_PROBED,200,28533,http://100.124.4.24:3100/jellyfin/photos,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/photos,PASS_RENDER,33,0,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__photos__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__photos__1440x1000__light__default.png
/jellyfin/search,/jellyfin/search,apps/frontend/src/app/(dashboard)/jellyfin/search/page.tsx,no,HTTP_PROBED,200,27296,http://100.124.4.24:3100/jellyfin/search,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/search,PASS_RENDER,34,0,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__search__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__search__1440x1000__light__default.png
/jellyfin/series/[id],/jellyfin/series/__review_invalid__,apps/frontend/src/app/(dashboard)/jellyfin/series/[id]/page.tsx,yes,HTTP_PROBED,200,28221,http://100.124.4.24:3100/jellyfin/series/__review_invalid__,LifeHub,,,Dynamic route probed with invalid placeholder,http://100.124.4.24:3100/jellyfin/series/__review_invalid__,PASS_INVALID_ID_STATE,33,4,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__series__id__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__series__id__1440x1000__light__default.png
